text,intent,sentiment
I would like to understand this better. What should I expect if payment for my ZENDFiber Home 300 Mbps service in India is more than 7 days late? Kindly confirm.,Billing,Neutral
"I need this technical issue handled promptly. For my ZENDOffice Net 200 account in Singapore, how do I get assistance with SLA-backed support for enterprise customers listed under Home & Office Internet?",Technical,Angry
I would like to understand this better. Could you explain how ZENDS supports troubleshooting under Home & Office Internet? I use ZENDFiber Home 1 Gbps in Singapore. Kindly confirm.,Technical,Neutral
Could you clarify one point? I need to raise a complaint because real-time data processing for ZENDSmart Traffic in Thailand has not been resolved. Please let me know.,Complaint,Neutral
That sounds promising. Please explain whether my ZENDEnterprise Ultra service in India is eligible for a refund before the 7-day period ends. I would appreciate a quick confirmation.,Refund,Happy
I would like to understand this better. I am considering ZENDArchive Storage in India. What does this archive cloud storage offer to an individual customer?,Product Inquiry,Neutral
I would like to understand this better. I am trying to use 5G mobile data listed under Mobile Connectivity while using Prepaid Unlimited in Thailand. Which steps should I follow? Kindly confirm.,Technical,Neutral
Would an individual customer using less than 10% of ZENDSmart Lighting qualify for a refund within 7 days?,Refund,Neutral
"I need this technical issue handled promptly. Can you point me to the ZENDS support process for mobile insurance, which is listed under Mobile Connectivity? I use Postpaid Gold. Please respond clearly.",Technical,Angry
I am glad I checked this in advance. I need to check refund eligibility for ZENDBiz Connect 100: I am still within 7 days and usage is under 10%. Could you confirm that for me?,Refund,Happy
Could you clarify one point? Which ZENDS support option covers reporting dashboards listed under IoT & Smart Solutions for an individual customer using ZENDSmart Traffic?,Technical,Neutral
Could you clarify one point? What should I expect if payment for my ZENDOffice Net 500 service in Singapore is more than 7 days late? Kindly confirm.,Billing,Neutral
Could you clarify one point? Can you confirm whether the billing policy for ZENDSmart Parking in Thailand changes for enterprise customers?,Billing,Neutral
I would like to understand this better. Does ZENDS list smart city integrations under IoT & Smart Solutions? I am considering ZENDSmart Traffic as an individual customer in Thailand. Please let me know.,Product Inquiry,Neutral
That sounds promising. Can you help me use smart city integrations listed under IoT & Smart Solutions? My product is ZENDSmart Traffic in Thailand. Could you confirm that for me?,Technical,Happy
I have already tried to get an answer. My support experience for setup guidance on ZENDFiber Home 300 Mbps in USA has been poor. Please review this complaint. I need this resolved promptly.,Complaint,Angry
That sounds promising. I want to choose between ZENDCloud VM Basic and ZENDStorage 10TB. What do their listed prices in Singapore show for an individual customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
"I need a clear decision about my refund request. Before activating ZENDArchive Storage, can you explain the cloud-service refund restriction after activation? Please respond clearly.",Refund,Angry
"I need a clear product answer before I decide. What should an enterprise customer in USA know about ZENDOffice Net 200, a office broadband plan?",Product Inquiry,Angry
I am pleased with the guidance so far. I want to choose between ZENDSmart Lighting and ZENDIndustrial Sensor. What do their listed prices in Singapore show for an enterprise customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
I would like to understand this better. The listed price for ZENDSmart Parking is $48 for an individual customer in Thailand. When is that charge billed? Please let me know.,Billing,Neutral
This is blocking my work. What help is available for security add-ons under Business Connectivity for an individual customer using ZENDBiz Connect 1G? I need this resolved promptly.,Technical,Angry
"Could you clarify one point? I have contacted support more than once about predictive maintenance for ZENDSmart Lighting in USA, but it remains unresolved. How can I escalate this?",Complaint,Neutral
"I am pleased with the guidance so far. I need clarification about predictive maintenance, which ZENDS lists under IoT & Smart Solutions. I use ZENDIndustrial Sensor. Could you confirm that for me?",Technical,Happy
Would an individual customer using less than 10% of ZENDFiber Home 300 Mbps qualify for a refund within 7 days?,Refund,Neutral
"I am glad someone is looking into this, but my enterprise ZENDSmart Lighting service in Singapore still has an unresolved device management concern after support contact. Could you confirm that for me?",Complaint,Happy
I would like to understand this better. I need practical help with SMS listed under Mobile Connectivity; I use Prepaid Plus. Is there a recommended troubleshooting path?,Technical,Neutral
I am pleased with the guidance so far. I use ZENDSmart Parking in Singapore. What should I check first when I need help with reporting dashboards listed under IoT & Smart Solutions? Could you confirm that for me?,Technical,Happy
I am glad I checked this in advance. I am setting up ZENDCloud VM Pro and need help with dedicated enterprise support under Cloud & Data Center Services. Where should I start?,Technical,Happy
I would like to understand this better. I am trying to use setup guidance listed under Home & Office Internet while using ZENDFiber Home 100 Mbps in USA. Which steps should I follow? Kindly confirm.,Technical,Neutral
I appreciate the clarification so far. What help is available for voice calling under Mobile Connectivity for an enterprise customer using Postpaid Platinum? I would appreciate a quick confirmation.,Technical,Happy
I am dissatisfied with how the smart city integrations issue on my ZENDIndustrial Sensor account has been handled. I need a proper resolution. Kindly confirm.,Complaint,Neutral
This has been helpful so far. Can you confirm that Prepaid Unlimited costs $50 for an enterprise customer in India? Could you confirm that for me?,Product Inquiry,Happy
I am pleased with the guidance so far. I want to choose between Prepaid Unlimited and Postpaid Gold. What do their listed prices in India show for an individual customer?,Product Inquiry,Happy
I am pleased with the guidance so far. I am within 7 days of starting Postpaid Platinum in USA and my usage is below 10%. Can I request a full refund?,Refund,Happy
"I have already tried to get an answer. After repeated requests for help with monitoring, my ZENDCloud VM Pro concern is still unresolved. Please escalate it. Please respond clearly.",Complaint,Angry
